Media tiempo,Desviacion estandar tiempo,Varianza tiempo,Entropia tiempo,kurtosis tiempo,MSE tiempo,Tiempo en alcanzar el pico maximo en frecuencia,RMS tiempo,Peak2peak tiempo,TIEMPO peak2rms,TIEMPO ENERGIA,TIEMPO CRUCES POR CERO,TIEMPO DENSIDAD DE NUMERO DE PICOS SOBRE RMS,Picos,Max. Frecuencia,Entropia frecuencia,Media frecuencia,Desviacion estandar frecuencia,Varianza frecuencia,Energia senal,Kurtosis frecuencia,MSE frecuencia,Valor FFT umbral 10Hz - 20 Hz   ,Frequency FFT umbral 10Hz - 20 Hz   ,FFT umbral 20Hz - 30 Hz   ,Frecuecia umbral 20-30,FFT rms,FFT peak2rms,FFT ENERGIA,FFT DENSIDAD DE N?MERO DE PICOS SOBRE RMS,FFT 2DO PICO MAS ALTO,FREC 2do PICO en FFT,FFT 3ER PICO MAS ALTO,FREC 3er pico FFT,WAV A6 FFT VMAX,FREC MAX WAV A6,WAV A6 FFT frec media,WAV D6 FFT VMAX,FREC MAX WAV D6,WAV D6 FFT frec media,WAV D5 FFT VMAX,FREC MAX WAV D5,WAV D5 FFT frec media,WAV D4 FFT VMAX,FREC MAX WAV D4,WAV D4 FFT frec media,WAV D3 FFT VMAX,FREC MAX WAV D3,WAV D3 FFT frec media,WAV D2 FFT VMAX,FREC MAX WAV D2,WAV D2 FFT frec media,WAV D1 FFT VMAX,WAV D1 FFT frec media,WAV MEDIA DE LA ENERGIA,percentage of energy D6,percentage of energy D5,percentage of energy D4,percentage of energy D3,percentage of energy D3.1,percentage of energy D1,percentage of energy A6,WAV A6 (RMS) root-mean-square ,WAV A6 the difference between the maximum and minimum values,WAV A6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D6 (RMS) root-mean-square ,WAV D6 the difference between the maximum and minimum values,WAV D6 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D5 (RMS) root-mean-square ,WAV D5 the difference between the maximum and minimum values,WAV D5 the ratio of the largest absolute value to the root-mean-square (RMS).,72 WAV D4 (RMS) root-mean-square ,WAV D4 the difference between the maximum and minimum values,WAV D4 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 (RMS) root-mean-square ,WAV D3 the difference between the maximum and minimum values,WAV D3 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D2 (RMS) root-mean-square ,WAV D2 the difference between the maximum and minimum values,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D1 (RMS) root-mean-square ,WAV D1 the difference between the maximum and minimum values,WAV D1 the ratio of the largest absolute value to the root-mean-square (RMS).,Energía de las componentes de la senal,ang_seg_mom,area,circularity,contrast,correlation,elongation,entropy,form,inv_diff_mom,kurtosis,maximum,mean,median,minimum,mode,perimeter,skewness,solidity,std_dev,x_center_mass,x_centroid,x_centroid_cm_diff,y_center_mass,y_centroid,y_centroid_cm_diff,Etiqueta,espectrograma etiqueta
0.41208810506089155,0.24235410478859895,0.11505806479544466,0.0,0.11277552496010376,0.8879775762898892,0.06741573033707814,0.24235928742447435,0.17895471452817768,0.2830521253185514,0.12570804558857407,0.2007106062673666,0.5277137736815154,0.06741573033707814,0.11214953271028032,0.0,0.11364164459584958,0.1149560645779274,0.015572877787663359,0.12570804558857274,0.015572877787663359,0.12429311391944312,0.08335520589986772,0.116847826086957,0.04901536582197988,0.15137614678899128,0.2118936305403765,0.6972720926583438,0.11006869137502628,0.2740714750630539,0.21755637460306648,0.04825174825174826,0.233519377185922,0.06192170818505331,0.08612422616858616,0.9264705882352936,0.16722635814111686,0.2016278566031997,0.9354838709677415,0.2549148711026017,0.2113823038566706,0.84375,0.21303445214323266,0.2584951809407996,0.06640625,0.30753484113245816,0.2208673012926185,0.33980582524271863,0.14504085385494433,0.0809029293255457,0.6087398373983742,0.08099690459423868,0.7730734897313023,0.21737211480599788,0.1267760020488717,0.239103204180211,0.36926387438630626,0.6742469855243224,0.17240203097502366,0.035202106867344124,0.10873773449024897,0.026380089842594972,0.3577575606885607,0.21111098986129226,0.12444150923107279,0.23824967464214813,0.21124364677220878,0.35317730151144,0.2740289658873819,0.2553421707303189,0.3467769493966542,0.35630540994928983,0.3023110274400274,0.38966976558109134,0.17394736074873357,0.09033986904275502,0.07012372804056925,0.08320916418653873,0.046043739139549185,0.1602703653456649,0.31211507838527175,0.15230964964709545,0.328769499719798,0.21314323725701242,0.9916023597276947,0.5818836033158414,0.10616873626502242,0.0037541192389304937,0.5689944819788644,0.8930920925189145,0.009580036029807143,0.10749392726686799,0.9904409233784628,0.42241452053696,0.08219178082191785,0.001490278589886891,0.0,1.0,0.0,0.7002053388090352,0.6160324610913818,0.0,0.01107344129686164,0.5391459074733095,0.5391459074733085,5.605325231750058e-17,0.53914590747331,0.53914590747331,5.4969050145015075e-17,1.0,0.0
0.3100893250095218,0.22637593262795075,0.10496481309571176,0.0,0.1314542363114647,0.8543046622510959,0.07865168539325894,0.2263840330852291,0.1686913720122055,0.33888887912706817,0.09511814337024328,0.23431454708478178,0.47117682198327293,0.07865168539325894,0.09813084112149553,0.0,0.11301651569956365,0.1400930681565709,0.02241804374487126,0.09511814337024303,0.02241804374487126,0.10382093327940839,0.11860579574896542,0.0271739130434783,0.1038111531349202,0.2507645259938841,0.227687826362135,0.549158681047809,0.1217074893527542,0.25219113579041597,0.30363097425383156,0.07202797202797205,0.31350470010808285,0.08683274021352304,0.16552840338644711,1.0,0.45947223731213604,0.223541829604143,0.03225806451612903,0.28527953097727554,0.2022129514695922,0.6796875,0.197288919116672,0.27627309101084235,0.14453125,0.32473830452161956,0.12709292283047133,0.1820388349514561,0.15245942912808888,0.14872734919451985,0.607723577235772,0.10597758026732589,0.7778433919881841,0.24757982982224871,0.09879810678132997,0.27973947914084796,0.28094233109286937,0.7186266198173524,0.15232850580945134,0.04439830562127265,0.11495362292438499,0.21518422293985556,0.4131211296340602,0.5726624724291065,0.5191567205465936,0.24276498950094066,0.16465187118057792,0.276320102937941,0.22655759013329616,0.22975704837297511,0.41882436948409,0.3594192408398359,0.2531435584003134,0.22211666292573645,0.15730782261887916,0.11518331225485003,0.2508454107906632,0.09488489558735232,0.0478968479294182,0.16115291077907823,0.3139470334643361,0.10625716938037738,0.20954445963859394,0.2803123145294887,0.8502162018302427,0.7136664385124344,0.06377043870561688,0.09895667482460356,0.7956127251489407,0.9357643560152695,0.16638813581539658,0.06460457807537147,0.8608097320757819,0.018323439102032678,0.4589041095890412,0.09200942757652954,0.0,1.0,0.0,0.8028747433264891,0.09937840425831088,0.0,0.2357425960295719,0.5854092526690389,0.5854092526690378,5.605325231750058e-17,0.5854092526690385,0.5854092526690386,1.1102230246251565e-16,1.0,0.0029027576197387514
0.4255012335647176,0.2923121271648548,0.14889968684699192,0.0,0.09561995285862852,0.8919715875499619,0.04494382022471981,0.292300109008018,0.1750514147629572,0.23461657990951093,0.10689953226670018,0.4627760359589549,0.5331541218637986,0.04494382022471981,0.6028037383177569,0.0,0.13234507654565117,0.07937219782894726,0.007993488195828416,0.10689953226670092,0.007993488195828416,0.39707965323755195,0.09856444505585325,0.478940217391304,0.18775339889434994,0.8952599388379202,0.3261755614976322,0.2661057415733556,0.09134346562563742,0.3000000000000003,0.19765145465289644,0.03916083916083912,0.23421860413402815,0.041992882562277484,0.0938215602391277,0.05882352941176475,0.26010760436201386,0.26604896955803026,0.7096774193548384,0.2787141247261964,0.2780108523945978,0.84375,0.3735407762401602,0.1866140605725571,0.1171875,0.3378968890917007,0.15621898725676325,0.04854368932038833,0.1731484588345083,0.08377781136695925,0.7581300813008125,0.17557246290728443,0.6090580692015544,0.6800170474805249,0.10850600483646715,0.21924074291347298,0.6052091852580986,0.41099591676080416,0.13590142184919637,0.058534372078661544,0.36496597421286786,0.029569575269915924,0.34981921332654964,0.23571567143355301,0.2106553061093609,0.25946618044990355,0.24159583809792232,0.40629541541056,0.3984600308512596,0.31993671273704316,0.2687769968671562,0.30730606568519575,0.20099577493209467,0.2320135291265669,0.17411504323894333,0.16973402660784073,0.423020148199081,0.1399282243429908,0.060937868001391685,0.08310986524071019,0.7895698980844279,0.19004601234716095,0.11109501127189744,0.26231863822422524,0.7051998866308059,0.7984399954369154,0.04167882591351041,0.2501507149074088,0.8230580874617313,0.9580098966575363,0.3186914904754803,0.042237004510952685,0.7443157062113646,0.006454701874631903,0.5205479452054794,0.23332092425202774,0.0,1.0,0.0,0.8644763860369613,0.048432457992267836,0.0,0.415284680959195,0.5747330960854091,0.5747330960854078,5.605325231750058e-17,0.5747330960854097,0.5747330960854097,5.4969050145015075e-17,1.0,0.0043541364296081275
0.3761694886764455,0.4431832074335819,0.27210532750180055,0.0,0.23328330015684845,0.6369195359747637,0.056179775280898944,0.4431856192651806,0.414137691189314,0.366280773891403,0.2606607774711,0.42126321259110344,0.32083831142970864,0.056179775280898944,0.28971962616822466,0.0,0.27137535758503323,0.11157444982459888,0.014746219560684223,0.2606607774710994,0.014746219560684223,0.4328980458047986,0.3369535886450418,0.676630434782609,0.2379296333982863,0.6498470948012233,0.3942620710796042,0.1764447408497561,0.27423051041766444,0.5814381457977382,0.21481638236083866,0.09300699300699294,0.2266879511009622,0.056939501779359275,0.20003670619640695,0.7647058823529413,0.33637336014468394,0.22217963196935853,0.5322580645161294,0.22408445541811703,0.23129453329347138,0.984375,0.1705631947506362,0.22598972406989812,0.23828125,0.4648891373378966,0.45894030594697377,0.5752427184466017,0.3848850961126926,0.34310353024675666,0.2825203252032521,0.37872236907030865,0.6192570181654757,0.49533878210464616,0.2677660231323095,0.10264375589547232,0.12535636282690943,0.5233188247443002,0.38823122013593775,0.20163273183666097,0.16152914780304664,0.15147285378920813,0.42478082519713145,0.366340991629202,0.21834619325059196,0.19170798717746945,0.11938262337252382,0.181170357447336,0.23119291115382742,0.24885981384708633,0.4726680035761717,0.4637481765790643,0.4916064199940853,0.6981932010265656,0.4158380246794272,0.4507433656820066,0.5639076832764585,0.4066078974392034,0.41155446842759413,0.4624547176772102,0.6709618283511286,0.2019341596318842,0.15243805832383606,0.21610520802419503,0.894429704092223,0.4261255608791543,0.1761872210648654,0.0710303559776487,0.6410902345067324,0.8226828577499319,0.11211190214648685,0.17821248511563423,0.8759705482229769,0.040044364223185885,0.3904109589041096,0.046271625685748836,0.0,1.0,0.0,0.5646817248459961,0.15925102644796135,0.0,0.1499299137514335,0.19395017793594396,0.19395017793594166,5.605325231750058e-17,0.19395017793594274,0.19395017793594274,5.4969050145015075e-17,1.0,0.005805515239477504
0.3882614204569599,0.4174748276790795,0.24888039463227585,0.0,0.12431714300852484,0.8605264174074054,0.07865168539325894,0.4174679325820721,0.3032732909582661,0.31536261171431995,0.2093679756574045,0.2027041883742869,0.5244735663082428,0.07865168539325894,0.13084112149532703,0.0,0.24574741379121198,0.18465570088910377,0.03758710044377848,0.20936797565740403,0.03758710044377848,0.22530218598628526,0.11944996802899698,0.617527173913044,0.10802436568460344,0.3967889908256883,0.404984698570763,0.39335260820698875,0.13165175520764477,0.2562500000000002,0.3501352132595193,0.12027972027972025,0.39730865756921496,0.07615658362989318,0.11053460078378867,0.7941176470588238,0.2363262255787059,0.19788160387259926,0.5483870967741938,0.25757491341246425,0.3029947074983066,0.828125,0.22815954243622177,0.33892741220869443,0.390625,0.5337263296585688,0.2730389318816856,0.19902912621359273,0.260502890875257,0.19610353787872012,0.23780487804878078,0.2299814374354812,0.388530259556378,0.35767551015032684,0.22272222810139655,0.1948948487083757,0.23456805313317275,0.7467938035236966,0.17336501836754784,0.0695568179330586,0.08143652243321775,0.07976439468096336,0.28267761420777077,0.21312182657152173,0.2201201152218238,0.24392040090747652,0.1803485310406718,0.274324913532814,0.2782181845414949,0.1989502319816105,0.18207632675773358,0.53723574875627,0.4322663937948354,0.3832177013948512,0.2641084784194251,0.1574387617985295,0.12959589831616755,0.21773479709953208,0.1255880268573534,0.16370863051696186,0.4244650915841114,0.18200536377850565,0.2448245035147887,0.3185802299199999,0.9939039037797729,0.6175849874515171,0.09350866372880558,0.0035243044613340324,0.5000641222253108,0.9058310182392386,0.007090363464726647,0.09469253550368294,0.9918343389273823,0.4882362147557899,0.13698630136986306,0.001460364991099031,0.0,1.0,0.0,0.7289527720739222,0.6704657707143467,0.0,0.013478287508568894,0.4003558718861212,0.4003558718861196,5.605325231750058e-17,0.4003558718861221,0.4003558718861221,5.4969050145015075e-17,1.0,0.007256894049346879
0.37005902942196245,0.685935530010013,0.5365872086373237,0.0,0.18390982431482583,0.6062294277444176,0.06741573033707814,0.6859494060573622,0.5826175187852888,0.346361536721366,0.5445746945082188,0.14174324158017831,0.41470654121863726,0.06741573033707814,0.037383177570093434,0.0,0.3568971772294332,0.2268645149627319,0.055532556932012644,0.5445746945082157,0.055532556932012644,0.07972517441535573,0.01980460498845608,0.0230978260869565,0.006744572570396901,0.10244648318042786,0.571500389536121,0.9367195179273634,0.4962431966390511,0.1594601741111385,0.490640040113038,0.09020979020979021,0.5400967600919768,0.1160142348754447,0.1474350543570991,0.6911764705882351,0.3019463530042854,0.22683293411087316,0.645161290322581,0.2879437156271737,0.36205368936993343,0.890625,0.42491372805794175,0.8056065772349978,0.15625,0.6444003175874633,0.24731075126062996,0.2378640776699035,0.20498623956659315,0.08763158295724177,0.43699186991869926,0.07629923978816128,0.6839332812194205,0.2694029712743244,0.5457114561842134,0.0831817046615156,0.34398092043620687,0.8228243948153148,0.07673445163999122,0.004280518210302422,0.03227449801436093,0.010402934274651639,0.37550411258572325,0.35913810829096104,0.31505256376885693,0.2788505341598677,0.16865746759317002,0.167767083909115,0.5442700730663328,0.5482293825656473,0.4743825711384223,0.8001484456777711,0.5798272624225322,0.25943717120498694,0.26080387894353024,0.24717588977457425,0.46235398724542176,0.0748389052239092,0.049437814731068785,0.20204045389388667,0.3750392087620274,0.11384862796736718,0.13859572581478716,0.3939731922482028,0.37172089780279316,0.842430983344741,0.03143090141287002,0.5701555419668989,0.9061541828276538,0.9683318275155273,0.6698980846220053,0.03185638713019984,0.38395004297865176,0.002600936019710092,1.0,0.6695372774951698,0.0,1.0,0.0,0.8952772073921973,0.0214970071326922,0.0,0.830803472625026,0.5587188612099626,0.5587188612099645,5.605325231750058e-17,0.5587188612099653,0.5587188612099652,5.4969050145015075e-17,1.0,0.008708272859216255
0.4300610839125909,0.6220340623515489,0.45904252010192925,0.0,0.4041723665860849,0.5709278723653954,0.07865168539325894,0.6220717107520534,0.8265536275885559,0.6540550829865259,0.6314858293208716,0.14428713541453014,0.305674563172042,0.07865168539325894,0.10280373831775746,0.0,0.3347124772523345,0.21696613206526538,0.05101176176022845,0.6314858293208684,0.05101176176022845,0.13135161428459055,0.12484384485861537,0.0135869565217391,0.0348117977988335,0.6437308868501533,0.42964690465200117,0.4056986485800241,0.31363468566686714,0.2897002888292246,0.37873972174893716,0.09720279720279722,0.411953325750978,0.049822064056939425,0.0921493609734206,0.01470588235294116,0.13318100681487374,0.13413662839412302,0.8709677419354841,0.1843325155170943,0.40953811455945643,0.84375,0.2685630001414546,0.3680877195114497,0.26171875,0.5434445120100757,0.371857125910862,0.3009708737864078,0.31343172254862084,0.1527052160001498,0.11178861788617929,0.11733054948532368,0.6276553232535776,0.1346645948696079,0.6327101140968565,0.05637808946674984,0.25666523678276926,0.725092124401003,0.2835499772572109,0.027148272255481637,0.018528035388407114,0.02274312086666034,0.26759077459528363,0.18199264709249685,0.16073259190374528,0.23025447576517646,0.13519642467905665,0.166926204629663,0.4345714470298102,0.5714936548005339,0.6881695940270307,0.6955995206264369,0.8081605701364196,0.8035715755809383,0.4555399924050641,0.4900883815358499,0.546218179869722,0.17434548192091834,0.09683113839097188,0.1707419547580129,0.23777114078073563,0.09473737438061983,0.1863088104359846,0.32996823337878495,0.3139746233770414,0.7583466423302152,0.05171053921626518,0.8644452224012215,0.725093097348533,0.9479073356947527,0.6650288802351715,0.05239573829117606,0.0,0.0026722377301813998,0.8219178082191781,0.5521797245150784,0.0,1.0,0.0,0.8357289527720742,0.0217274274129857,0.0,0.6798310002534115,0.5498220640569393,0.5498220640569382,5.605325231750058e-17,0.549822064056939,0.549822064056939,5.4969050145015075e-17,1.0,0.010159651669085631
0.4174476736199858,0.32603509249158374,0.1737000315950827,0.0,0.17999610129960766,0.823430869268702,0.11235955056179807,0.32602086284469145,0.3416147022148672,0.4679643331145407,0.12500004351542598,0.2547185578912205,0.463709677419354,0.11235955056179807,0.18224299065420524,0.0,0.15114892193284366,0.1034802407666023,0.01285827122537515,0.12500004351542568,0.01285827122537515,0.23424716919891714,0.1157610319529767,0.0142663043478261,0.10799641591424025,0.43042813455657486,0.3578438616756868,0.35311406116851246,0.1068089905867369,0.2666666666666665,0.3062725867918399,0.0629370629370629,0.2860363674784757,0.11316725978647678,0.15523799313878509,0.5588235294117653,0.4147317506910832,0.164564617636331,0.6129032258064513,0.2274090635124745,0.23848219977776955,0.875,0.27711004092285524,0.2912764626952479,0.21875,0.46844832423014166,0.2945549043719563,0.22815533980582492,0.2145593295449794,0.12493837305054023,0.361788617886179,0.1760351028627494,0.5568575804198211,0.415231077554977,0.12633450830270893,0.10277404825673578,0.30530863042770706,0.6887815846067564,0.1732296971630143,0.058572767398632944,0.13341215654934774,0.07467315635017041,0.39722320762556884,0.41349043508251027,0.30435785839316876,0.1875434031696201,0.10491709903315158,0.128036251829387,0.29820151477788504,0.3095944034340867,0.4282736064409259,0.4310777526012373,0.3856505365395387,0.5383118949488882,0.21410896168585092,0.18600881954308413,0.355490775453318,0.15344802584757355,0.13740177781148763,0.35163011173100084,0.4568591773471755,0.1927949429558394,0.2711922103783895,0.43385384678394834,0.8236688542372611,0.5156618374020838,0.1325827893589844,0.12611371776038366,0.746709278418372,0.8665216095623354,0.18894645996772472,0.13418828943814112,0.8367136517482894,0.01613095945434538,0.3904109589041096,0.10007760392052797,0.0,1.0,0.0,0.64476386036961,0.09103053043363073,0.0,0.2401556728044367,0.619217081850532,0.6192170818505338,5.605325231750058e-17,0.6192170818505331,0.6192170818505354,1.1102230246251565e-16,1.0,0.011611030478955007
0.19088268866665759,0.994950654335277,0.9914678034305995,0.0,0.05528966825213429,0.3284017626893087,0.2022471910112364,0.9950100118326557,0.32883600657261514,0.05926266663860427,1.0,0.08901526028633583,0.6809569145758655,0.2022471910112364,0.27102803738317793,0.0,0.7622495796941503,0.3127301487904367,0.10278142222393952,1.0,0.10278142222393952,0.34504828168769247,0.3335917645534173,0.581521739130435,0.19951473428447505,0.022935779816513725,0.8194086848292091,0.18135081690514257,0.9100804258919587,0.5835219876332278,0.4154001556124042,0.1790209790209797,0.4833186970514746,0.10462633451957289,0.29531511951918205,0.0,0.24277188182130613,0.2741792986623448,0.7419354838709682,0.4366778501645488,0.22884692226342876,0.890625,0.3104703263168197,0.43507707322438255,0.32421875,0.8947310910302163,0.6908726997958271,0.47330097087378653,0.8328445336867273,0.7381574546737695,0.2113821138211385,0.619138805618476,0.2704152770537063,0.5777359618819096,1.0,0.0843215736885039,0.0905972199530818,0.567439039659783,0.4808330414101352,0.1693824677027739,0.06104784857477723,0.00538141480454395,0.5977609093775079,0.3620924125221872,0.20039833540663277,0.446017799384041,0.3783589143278374,0.354197820064015,0.38042449862304495,0.3614763645503961,0.39265680977255957,0.8972521087099935,0.6418717573042286,0.2561279040786479,0.8814879151171912,0.6809436927467702,0.28049597766849305,0.732955918274726,0.7903269363244707,0.5120627604030026,0.7940508585874406,0.6834076551708904,0.6377573285730067,0.1514590404756917,0.31585675903956834,0.35601091337744317,0.21927596609707703,0.6799097723142131,0.7614909118077078,0.7793917969291346,0.6680576599589975,0.22166352191640756,0.22129528803939613,0.00173767683027329,0.5821917808219178,0.520700433781464,0.0,1.0,0.0,0.4969199178644765,0.01631162645278937,0.0,0.6206340384608813,0.2740213523131664,0.2740213523131672,5.605325231750058e-17,0.27402135231316804,0.27402135231316804,5.4969050145015075e-17,0.0,0.013062409288824383
0.373489967501368,0.23806605149747362,0.1123145925748405,0.0,0.08956958408129288,0.8956390652665602,0.0898876404494381,0.23804970069877449,0.16672145513887035,0.28321891504774904,0.0801941131685019,0.3054642842492047,0.5398745519713258,0.0898876404494381,0.23831775700934538,0.0,0.0971201557701054,0.09132434732870817,0.010263401080071715,0.08019411316850168,0.010263401080071715,0.252258321212115,0.15228613511369252,0.112092391304348,0.1215369224570263,0.20412844036697264,0.2752207498896691,0.3470897343921641,0.06852285545840356,0.2125000000000001,0.23202677685902617,0.08391608391608395,0.2206279760111515,0.08612099644128109,0.11320350069031081,0.8235294117647061,0.27419126013773326,0.3011061267220114,0.7419354838709682,0.3180361315836936,0.2380137940643449,0.890625,0.2735344934700465,0.23652816951634736,0.1875,0.32413201475024245,0.15313699644369955,0.174757281553398,0.14154907685466775,0.13705960833064848,0.30487804878048774,0.18064678058163983,0.7363337537145249,0.36442650440406976,0.08098245042297225,0.31410165754171243,0.4651849033002667,0.5787732453765404,0.10708867165774298,0.08340285879220058,0.16659318078570015,0.07376299163243495,0.3885492749284328,0.2511202696199684,0.16201178190066687,0.29256762585914403,0.36824344865908143,0.686582128382673,0.3088621734910228,0.25273305314115024,0.2529919994413876,0.32625735654516946,0.19948159919346686,0.1316744582119033,0.13014609862257304,0.07282303869963701,0.08762029975530256,0.15133452503983483,0.07028351339420659,0.10863423499593103,0.4164578808105808,0.13085103960686553,0.1652075008162967,0.2604437407323219,0.8788547741136282,0.6072895277207392,0.09705859080430526,0.06133309059830891,0.8263483266157832,0.9022587268994702,0.1364597569728838,0.09828254476059314,0.8982999521177688,0.027220096920679088,0.3904109589041096,0.06578520690496555,0.0,1.0,0.0,0.7207392197125257,0.12614059509488115,0.0,0.18872283568301326,0.6423487544483982,0.6423487544483972,5.605325231750058e-17,0.6423487544483986,0.6423487544483986,1.1102230246251565e-16,1.0,0.015965166908563134
