WAV D5 the difference between the maximum and minimum values,Kurtosis frecuencia,perimeter,WAV D2 FFT frec media,percentage of energy D4,TIEMPO CRUCES POR CERO,WAV D2 the difference between the maximum and minimum values,perimeter,Entropia frecuencia,percentage of energy D4,FFT ENERGIA,form,WAV D2 the ratio of the largest absolute value to the root-mean-square (RMS).,WAV D3 FFT VMAX,entropy,MSE tiempo,Max. Frecuencia,WAV D5 the difference between the maximum and minimum values,WAV D4 the difference between the maximum and minimum values,Desviacion estandar frecuencia,Etiqueta
0.1937114912080567,0.0063485058722675,0.7500000000000001,0.0623301412597787,0.67898936795701,0.226631720673851,0.0298386806516248,0.7500000000000001,0.0,0.67898936795701,0.1100686913750262,0.0228802447345894,0.0985935952799797,0.117600322131037,0.0091060168495703,0.907095469233874,0.128440366972477,0.1937114912080567,0.311384868014749,0.0764193901772723,1.0
0.1678978226629087,0.026218768804211,0.4021739130434782,0.977718094472596,0.307058870661517,0.400410763685137,1.0,0.4021739130434782,0.0,0.307058870661517,0.6508476837831454,0.0945558359721604,0.472773915601436,0.415379498923158,0.4663486191551194,0.351758166165705,0.431192660550459,0.1678978226629087,0.437142928054923,0.158920127164543,0.0
0.1749467131621147,0.0091203143557901,0.8276397515527951,0.0815537035831591,0.722722913990875,0.259145878990376,0.0310395892317476,0.8276397515527951,0.0,0.722722913990875,0.1217074893527542,0.0144184557742704,0.099136511165212,0.0707531041153494,0.1215125015196817,0.882480944552528,0.114678899082569,0.1749467131621147,0.262856849780588,0.0922859076383414,1.0
0.2410867676208952,0.0032793887022961,0.8742236024844721,0.13510956337357,0.419570764860463,0.48019831622816,0.0394908323447294,0.8742236024844721,0.0,0.419570764860463,0.0913434656256374,0.0100054793448205,0.0511267345004394,0.0853037213787658,0.2306897999131577,0.910015046928438,0.610091743119266,0.2410867676208952,0.211387277796463,0.0539587957258028,1.0
0.1889571661581501,0.0060137677080158,0.6475155279503105,0.291440998648601,0.530258451796299,0.440031761999236,0.266708190595496,0.6475155279503105,0.0,0.530258451796299,0.2742305104176644,0.0368325551187492,0.284488484016658,0.236535346127964,0.0826050685733106,0.723574841269581,0.302752293577982,0.1889571661581501,0.498218366686118,0.0742849094559551,1.0
0.1523522121934642,0.0152627103631202,0.7717391304347826,0.176979300064513,0.750480033779922,0.22856065051555,0.0813874176401421,0.7717391304347826,0.0,0.750480033779922,0.1316517552076447,0.0203546136037745,0.100708714466443,0.143663899331141,0.0073213173257384,0.887028978194043,0.146788990825688,0.1523522121934642,0.439650091164618,0.120413913752907,1.0
0.408522405372288,0.0225293520845521,0.8975155279503105,0.0587151128531904,0.82540375537436,0.169576679380781,0.0320382139557269,0.8975155279503105,0.0,0.82540375537436,0.4962431966390511,0.0079574512164019,0.124289320102533,0.130810775626481,0.4824491075953072,0.701140714373443,0.055045871559633,0.408522405372288,0.585291847050598,0.147056185709268,1.0
0.4255850130389937,0.0206987495122033,0.8524844720496895,0.0902902371410854,0.729094292368494,0.172038074230866,0.0627514938963705,0.8524844720496895,0.0,0.729094292368494,0.3136346856668671,0.0120097312855181,0.105035407814895,0.193030875210059,0.4789586619549821,0.675335671033096,0.119266055045872,0.4255850130389937,0.810655550666412,0.140808310357393,1.0
0.2335014555070075,0.0052492820483581,0.7080745341614907,0.135465582087137,0.69331236922057,0.278888183658072,0.0890433280550166,0.7080745341614907,0.0,0.69331236922057,0.1068089905867369,0.0281468683458524,0.21631245957098,0.154412714419029,0.1376832345460959,0.859912546150881,0.197247706422018,0.2335014555070075,0.393640499557231,0.0691758315600774,1.0
0.2715530024700532,0.0416618035797671,0.5962732919254659,0.476450420012165,0.573736355135699,0.11855867703356,0.512171980470346,0.5962732919254659,0.0,0.573736355135699,0.9100804258919588,0.0454051613822198,0.31500588676039,0.352402682150068,0.4811298156266414,0.498051789227814,0.284403669724771,0.2715530024700532,0.646529418106295,0.201254713157883,0.0
0.1578407016185986,0.0483131425474197,0.577639751552795,0.701281023071751,0.445380062770398,0.229992734791964,0.551774825939493,0.577639751552795,0.0,0.445380062770398,0.6776791062220496,0.048855985644533,0.225459443097465,0.429897524325303,0.4608764472082289,0.312059730596108,0.293577981651376,0.1578407016185986,0.763349420611066,0.216999532241919,0.0
0.1917978981529716,0.0041985430118826,0.765527950310559,0.139014440220704,0.584905555048393,0.32798821599224,0.0455472850475466,0.765527950310559,0.0,0.584905555048393,0.0685228554584035,0.0210628990235865,0.0668285729282437,0.0837640396670899,0.100058610667346,0.912695932243843,0.252293577981651,0.1917978981529716,0.20989279477163,0.0615030118907073,1.0
0.272736046370351,0.0157879283502126,0.888198757763975,0.306999434985477,0.537576181013287,0.187272932648112,0.509727696965257,0.888198757763975,0.0,0.537576181013287,0.481868072844564,0.0087647822894842,0.455685508148654,0.287882060397266,0.6331667449648789,0.290542229395025,0.288990825688073,0.272736046370351,0.754608410838128,0.122528339404422,0.0
0.3523761899220783,0.0072136867872978,0.8307453416149068,0.0665157229808335,0.686323640946722,0.214300747507861,0.0427163731979021,0.8307453416149068,0.0,0.686323640946722,0.3563957173473709,0.014110142415294,0.171120363120603,0.211531253748127,0.1797778691372073,0.636757316549532,0.100917431192661,0.3523761899220783,0.465369706309065,0.0816892550964168,1.0
0.1681428441871098,0.0018201567265626,0.796583850931677,0.0681457310014005,0.684974728471604,0.394834775970592,0.0292330130592248,0.796583850931677,0.0,0.684974728471604,0.1051213518647349,0.0176223660487858,0.111227870369379,0.0753611673140959,0.1869857431373452,0.895949610127695,0.311926605504587,0.1681428441871098,0.273393597089683,0.0393423005930711,1.0
0.247489239483556,0.0018261478213688,0.8555900621118013,0.0270981471194507,0.486168257469084,0.467769870543573,0.0529550544306055,0.8555900621118013,0.0,0.486168257469084,0.0578239811850008,0.0117176793791053,0.210306479924085,0.0176845814965873,0.1156454146439365,0.904643160160609,0.591743119266055,0.247489239483556,0.241180778060402,0.0394124596095916,1.0
0.1019319421239734,0.0003023497026967,0.7872670807453417,0.0632680632789958,0.446158860860611,0.680526448151563,0.123418901331005,0.7872670807453417,0.0,0.446158860860611,0.0309205581814447,0.0186285179103034,0.296108976351372,0.046991784385607,0.0787221137177446,0.903126841653434,0.76605504587156,0.1019319421239734,0.232416975499013,0.014195482382921,1.0
0.4554648428728065,0.050323434233109,0.7624223602484471,0.101927836118622,0.488506235960224,0.277854498766827,0.0382117195581243,0.7624223602484471,0.0,0.488506235960224,0.1788139012982254,0.0214209795178779,0.080574803051335,0.116935772393512,0.0424686598791669,0.802479468166998,0.0412844036697248,0.4554648428728065,0.383638013412813,0.221541671548758,1.0
0.6620438641298867,0.166100598392183,0.8307453416149068,0.0743927184021447,0.748579805125437,0.117541571723607,0.0417522601044205,0.8307453416149068,0.0,0.748579805125437,0.6416729820011344,0.014110142415294,0.169599315928912,0.223781143942118,0.2052366864991871,0.616626561515532,0.0412844036697248,0.6620438641298867,0.842388881591177,0.405417816604253,1.0
0.1628585892576911,0.0010305843600134,0.8291925465838509,0.151726941516646,0.553229554442156,0.384362995764154,0.048785484680768,0.8291925465838509,0.0,0.553229554442156,0.0439612571045281,0.0142640344963025,0.0742201643074733,0.0792741294325471,0.0397866648125455,0.94241935575415,0.527522935779817,0.1628585892576911,0.202025457916188,0.02879368856478,1.0
0.1335933944293939,0.002648663730112,0.8198757763975155,0.0533778603517012,0.597291599642726,0.525615846137265,0.0276346511925489,0.8198757763975155,0.0,0.597291599642726,0.0516444633443799,0.0151985964845474,0.15953784919465,0.0314678940108821,0.1145902919850537,0.898356480500855,0.701834862385321,0.1335933944293939,0.185078857992503,0.0481498764692643,1.0
0.2239345728041407,0.0023234742794033,0.7639751552795031,0.155035653227877,0.496291822734568,0.350554248294658,0.0811244061222708,0.7639751552795031,0.0,0.496291822734568,0.1324091878494503,0.0212416080870584,0.134295221982099,0.0823959947872646,0.1267863889415576,0.884896167873084,0.353211009174312,0.2239345728041407,0.232937532093207,0.0448839128869209,1.0
0.1427609892871545,0.0021645670398795,0.8012422360248447,0.127796515484326,0.755744801962906,0.320580391346474,0.0496392444570139,0.8012422360248447,0.0,0.755744801962906,0.1374561752161026,0.0171273093006652,0.0701926772168448,0.0767884664884944,0.1109314360379418,0.901007660403672,0.348623853211009,0.1427609892871545,0.300390366862632,0.0432052001782508,1.0
0.2014661933590145,0.009341955081644,0.9006211180124224,0.155499404155463,0.62923966633836,0.214776839355073,0.0369217062633798,0.9006211180124224,0.0,0.62923966633836,0.1964196450133087,0.0076917657158537,0.0620002140632253,0.0959625560778604,0.1637030862557203,0.950134120078625,0.0596330275229358,0.2014661933590145,0.263122084506012,0.0934427198368835,1.0
0.2547877714235362,0.117545631850055,0.922360248447205,0.109753174422316,0.74781834025839,0.0775780510879849,0.0210671275978748,0.922360248447205,0.0,0.74781834025839,0.3988320925743573,0.0058782736917945,0.0673705964233554,0.189892709283864,0.3437585836303559,0.938111483629933,0.055045871559633,0.2547877714235362,0.382165267284439,0.340481333471063,1.0
0.108127326331507,0.0002957824045705,0.639751552795031,0.102420880236903,0.560628107919391,0.431558596697125,0.0337754281989076,0.639751552795031,0.0,0.560628107919391,0.0229226270734104,0.038052477301721,0.0623374747565869,0.0680270947319922,0.0146867885647314,0.938003679398667,0.559633027522936,0.108127326331507,0.191184876022416,0.0140089485683774,1.0
0.4144606555593787,0.0112668926240159,0.7282608695652174,0.117145199882799,0.484271207509734,0.390986725220998,0.0416154982086899,0.7282608695652174,0.0,0.484271207509734,0.1797184690428692,0.0255425000281621,0.112670133072233,0.103960342664355,0.042653667887306,0.774771239699856,0.0871559633027523,0.4144606555593787,0.364589194949932,0.102962869494992,1.0
0.0817734002431886,0.0009539921591701,0.68944099378882,0.047861663984589,0.818483511248871,0.307983270385819,0.0104169342711088,0.68944099378882,0.0,0.818483511248871,0.0196111053758191,0.0306729059483491,0.0884286598546046,0.0454744354041746,0.1507541962602425,0.776449376758114,0.0825688073394496,0.0817734002431886,0.239716536267469,0.027581298935289,1.0
0.3728686974195819,0.0233189963244323,0.8400621118012422,0.110127868503384,0.62319240967227,0.393516776587055,0.117326095140978,0.8400621118012422,0.0,0.62319240967227,0.2393206111576339,0.0131977522792443,0.375744142429901,0.146142302334948,0.3106871852304251,0.747817313064362,0.114678899082569,0.3728686974195819,0.379668677843979,0.149672664884155,1.0
